40.6943	-73.9249
34.1139	-118.4068
41.8373	-87.6862
25.7839	-80.2102
32.7936	-96.7662
40.0077	-75.1339
29.7863	-95.3889
33.7627	-84.4224
38.9047	-77.0163
42.3188	-71.0846
33.5722	-112.0891
47.6211	-122.3244
37.7562	-122.443
42.3834	-83.1024
32.8312	-117.1225
44.9635	-93.2678
27.9942	-82.4451
39.7621	-104.8759
40.6501	-73.9496
40.7498	-73.7976
33.9381	-117.3948
39.3051	-76.6144
36.2333	-115.2654
45.5372	-122.65
29.4658	-98.5253
38.6358	-90.2451
38.5667	-121.4683
28.4772	-81.3369
37.3019	-121.8486
41.4767	-81.6804
40.4396	-79.9762
30.3004	-97.7522
39.1413	-84.5061
39.1239	-94.5541
40.7834	-73.9662
39.7771	-86.1458
39.9862	-82.985
35.208	-80.8304
36.7335	-76.0435
40.8501	-73.8662
43.0642	-87.9673
41.823	-71.4187
30.3322	-81.6749
40.7777	-111.9306
36.1715	-86.7843
37.5295	-77.4756
35.1046	-89.9773
35.8325	-78.6435
30.0687	-89.9288
38.1663	-85.6485
35.4676	-97.5136
41.1918	-73.1953
42.9016	-78.8487
32.7811	-97.3473
41.7661	-72.6834
32.1545	-110.8782
41.2627	-96.0522
31.8479	-106.4309
26.2273	-98.2471
35.1053	-106.6464
33.5277	-86.7987
27.3386	-82.5431
39.7797	-84.1998
43.168	-77.6162
36.7831	-119.7941
40.5961	-75.4756
36.1284	-95.9042
26.6446	-81.9956
37.9722	-122.0016
38.8674	-104.7606
32.8153	-79.9628
42.1155	-72.5395
42.962	-85.6562
33.6095	-117.655
42.6664	-73.7987
35.9692	-83.9496
35.3529	-119.0359
41.2278	-111.9682
30.4418	-91.131
41.0798	-81.5219
41.3112	-72.9246
34.0376	-80.9037
33.4017	-111.718
27.955	-80.6627
40.2457	-111.6457
42.2705	-71.8079
33.572	-117.1909
34.8353	-82.3647
37.6896	-97.3442
41.6639	-83.5822
40.5834	-74.1496
41.5725	-93.6105
33.7981	-118.1675
27.2796	-80.3883
33.2176	-97.1419
43.0826	-89.3931
39.5497	-119.8483
40.2752	-76.8843
34.7256	-92.3576
37.7903	-122.2165
35.9794	-78.9031
36.1029	-80.2611
26.3559	-81.7861
33.7346	-116.2346
29.5392	-81.246
35.0657	-85.2488
47.6671	-117.433
43.0409	-76.1438
40.0421	-76.3012
32.6998	-97.125
37.9765	-121.3109
41.6949	-73.921
33.3645	-82.0708
43.6007	-116.2312
34.1963	-119.1815
41.4044	-75.6649
37.6374	-121.0028
28.3042	-81.4164
39.7087	-104.7273
41.0993	-80.6463
36.0713	-94.166
33.839	-117.8572
30.4427	-87.1886
34.5277	-117.3536
34.6935	-118.1753
36.0956	-79.8269
27.726	-97.3755
41.0886	-85.1437
33.7366	-117.8819
43.0235	-83.6922
18.4037	-66.0636
35.0846	-78.9776
32.3163	-90.2124
38.4458	-122.7067
42.7142	-84.5601
42.2755	-83.7312
36.0133	-115.038
34.6988	-86.6412
38.0423	-84.4587
30.6783	-88.1162
40.5478	-105.0656
35.5704	-82.5536
34.4175	-118.4964
44.9477	-93.104
37.9789	-121.7958
28.0556	-81.9545
40.2236	-74.7641
40.809	-96.6788
37.1943	-93.2916
33.0502	-96.7487
33.6772	-117.7738
41.5563	-90.6052
42.2597	-89.0641
40.7245	-74.1725
41.6767	-86.2696
32.4656	-93.7956
42.379	-88.0811
32.0281	-81.1784
33.7096	-78.8843
32.6281	-117.0145
44.0563	-123.1173
40.8075	-81.3677
33.5659	-101.8878
40.34	-75.9267
28.0118	-81.7017
44.9231	-123.0246
27.7931	-82.6652
30.2084	-92.0323
27.5629	-99.4875
40.7161	-74.0682
35.3933	-80.6366
32.51	-84.8771
33.2826	-111.8516
33.2015	-96.6669
33.6872	-111.8651
31.0754	-97.7296
30.4551	-84.2526
40.752	-89.6153
34.21	-77.8866
32.3473	-86.2666
33.3101	-111.7463
33.5791	-112.2311
36.288	-115.0901
36.6778	-76.3024
41.6722	-70.3599
36.8945	-76.259
37.5265	-121.9852
46.1978	-119.1732
32.91	-96.6305
32.8584	-96.9702
36.3276	-119.3269
39.3797	-74.4527
42.7491	-71.491
36.0807	-115.1369
25.8696	-80.3046
39.9651	-76.7315
38.8786	-77.1011
37.9881	-87.5341
33.3858	-112.3236
25.998	-97.4565
30.4271	-89.0703
44.2779	-88.3891
47.5436	-122.7122
35.7425	-81.323
47.2431	-122.4531
34.1417	-117.2946
30.5852	-96.296
42.2749	-85.5882
34.1914	-118.8755
37.2785	-79.958
34.0968	-117.4599
33.9244	-117.2045
27.0577	-82.1975
46.8652	-96.8292
44.515	-87.9896
35.1988	-101.8311
43.6773	-70.2715
34.4285	-119.7202
29.6804	-82.3458
47.0417	-122.8959
33.1555	-96.8215
40.9466	-73.8674
41.5495	-72.0882
36.0987	-115.2619
34.1818	-118.2468
33.696	-118.0025
28.905	-81.2137
41.7637	-88.2901
33.3881	-111.9318
38.887	-94.687
32.6872	-97.0209
36.1785	-115.049
31.5598	-97.1881
36.6884	-121.6317
41.5583	-73.0361
36.5695	-87.342
41.9665	-91.6782
43.5397	-96.732
38.4109	-82.4344
34.0393	-117.6064
39.6401	-77.7217
42.1168	-80.0733
45.6366	-122.5967
43.5845	-116.5631
34.9437	-81.9257
35.2494	-81.1853
26.1412	-80.1464
41.4409	-82.184
35.8492	-86.4119
35.9907	-79.9938
37.1051	-76.5185
34.1248	-117.5666
33.7341	-116.9969
36.9789	-122.0346
41.4016	-73.471
33.7844	-112.2989
33.2247	-117.3083
38.416	-121.3842
26.0128	-80.3382
38.1133	-122.2358
33.7787	-117.9601
42.3372	-122.8537
35.782	-78.8191
48.0809	-122.1561
33.8616	-117.5649
29.178	-82.1511
38.2992	-77.4872
34.2903	-83.8301
18.3793	-66.1635
36.0164	-115.2208
42.9848	-71.4447
40.1144	-88.2735
38.8185	-77.0861
37.6328	-122.0772
39.771	-89.6538
39.6977	-105.1168
40.399	-86.8594
39.4336	-77.4141
30.2012	-93.2122
31.8831	-102.3406
33.2348	-87.5267
32.597	-83.6529
34.5944	-118.1057
26.0294	-80.1679
32.0249	-102.1137
28.7657	-81.8996
29.8554	-93.9264
43.2281	-86.2563
32.8065	-83.6974
39.1234	-94.7443
37.3836	-122.0256
34.0585	-117.7626
33.1347	-117.0722
29.6583	-95.1499
41.6697	-70.9428
38.2592	-122.0324
41.7483	-88.1657
47.5951	-122.1535
42.1014	-75.9093
41.6916	-85.9628
39.0346	-95.6955
41.5189	-88.1499
