0,0.033333333
1,0.019230769
2,0.033333333
3,0.043478261
4,0.041666667
5,0.027777778
6,0.034482759
7,0.037037037
8,0.033333333
9,0.043478261
10,0.071428571
11,0.052631579
12,0.03030303
13,0.038461538
14,0.02
15,0.052631579
16,0.032258065
17,0.066666667
18,0.033333333
19,0.033333333
20,0.018867925
21,0.03125
22,0.020833333
23,0.045454545
24,0.027027027
25,0.025641026
26,0.027777778
27,0.028571429
28,0.03125
29,0.04
30,0.029411765
31,0.029411765
32,0.027777778
33,0.047619048
34,0.033333333
35,0.028571429
36,0.029411765
37,0.035714286
38,0.03030303
39,0.034482759
40,0.04
41,0.034482759
42,0.034482759
43,0.090909091
44,0.03125
45,0.029411765
46,0.03125
47,0.033333333
48,0.055555556
49,0.038461538
50,0.038461538
51,0.026315789
52,0.03125
53,0.037037037
54,0.027777778
55,0.0625
56,0.045454545
57,0.043478261
58,0.052631579
59,0.029411765
60,0.038461538
61,0.028571429
62,0.029411765
63,0.022222222
64,0.020408163
65,0.025641026
66,0.028571429
67,0.03030303
68,0.03030303
69,0.0625
70,0.03030303
71,0.027027027
72,0.03030303
73,0.018867925
74,0.024390244
75,0.027777778
76,0.019607843
77,0.076923077
78,0.045454545
79,0.038461538
80,0.028571429
81,0.032258065
82,0.071428571
83,0.027777778
84,0.090909091
85,0.03125
86,0.019607843
87,0.032258065
88,0.037037037
89,0.033333333
90,0.03125
91,0.035714286
92,0.019230769
93,0.029411765
94,0.04
95,0.037037037
96,0.025
97,0.027027027
98,0.023255814
99,0.03125
100,0.033333333
101,0.034482759
102,0.03125
103,0.018867925
104,0.035714286
105,0.034482759
106,0.04
107,0.024390244
108,0.029411765
109,0.038461538
110,0.028571429
111,0.029411765
112,0.032258065
113,0.05
114,0.020833333
115,0.025641026
116,0.027777778
117,0.028571429
118,0.066666667
119,0.032258065
120,0.028571429
121,0.019607843
122,0.043478261
123,0.019607843
124,0.02
125,0.033333333
126,0.045454545
127,0.026315789
128,0.019230769
129,0.041666667
130,0.25
131,0.032258065
132,0.043478261
133,0.03030303
134,0.033333333
135,0.04
136,0.021276596
137,0.041666667
138,0.03030303
139,0.05
140,0.066666667
141,0.03125
142,0.020408163
143,0.052631579
144,0.03030303
145,0.028571429
146,0.03030303
147,0.052631579
148,0.045454545
149,0.041666667
150,0.018867925
151,0.038461538
152,0.037037037
153,0.03125
154,0.028571429
155,0.026315789
156,0.038461538
157,0.025641026
158,0.035714286
159,0.02
160,0.045454545
161,0.035714286
162,0.027027027
163,0.027027027
164,0.027777778
165,0.045454545
166,0.03125
167,0.041666667
168,0.041666667
169,0.032258065
170,0.035714286
171,0.035714286
172,0.071428571
173,0.04
174,0.071428571
175,0.03030303
176,0.029411765
177,0.033333333
178,0.032258065
179,0.04
180,0.071428571
181,0.066666667
182,0.021276596
183,0.032258065
184,0.041666667
185,0.03125
186,0.03125
187,0.035714286
188,0.041666667
189,0.041666667
190,0.015873016
191,0.028571429
192,0.037037037
193,0.021276596
194,0.043478261
195,0.029411765
196,0.033333333
197,0.03125
198,0.066666667
199,0.047619048
200,0.058823529
201,0.037037037
202,0.052631579
203,0.033333333
204,0.052631579
205,0.019230769
206,0.027777778
207,0.03030303
208,0.020408163
209,0.027777778
210,0.019230769
211,0.019230769
212,0.028571429
213,0.0625
214,0.038461538
215,0.024390244
216,0.043478261
217,0.020408163
218,0.037037037
219,0.05
220,0.04
221,0.034482759
222,0.027777778
223,0.019607843
224,0.019607843
225,0.018867925
226,0.03030303
227,0.034482759
228,0.071428571
229,0.055555556
230,0.04
231,0.02173913
232,0.03125
233,0.027777778
234,0.029411765
235,0.033333333
